,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18
point26,7.69466980495784,5.461326485603658,5.0145785247526256,3.197785940084913,3.181572256348368,4.316037372832929,9.877083409119294,10.630178485676733,10.126247050036705,3.327945468733694,2.35128176438332,2.855213200023348,5.310818687015531,9.877083409119294,10.630178485676733,10.126247050036705,3.327945468733694,3.904322246427292
point27,7.001571957427855,4.180413159234802,3.091246199433494,2.5906739006824346,2.1597892075241245,3.311168920994817,10.317191202271783,11.259406132750252,11.162550290451916,1.9215276002675903,1.7220541173098018,1.8189099596081388,2.218247838648856,10.317191202271783,11.259406132750252,11.162550290451916,1.9215276002675903,4.077044838399678
point28,0.0,6.117579703545029,4.052029716661946,3.471981569022357,3.1326789012609373,0.0,4.609281733992229,1.7629684055440782,1.933127774702838,9.805458802171673,11.218491844515976,11.048332475357219,8.115144780815438,4.609281733992231,1.7629684055440782,1.9331277747028368,9.805458802171673,8.44732997369207
point29,7.606717418042493,3.6450145982211293,3.1835747317302485,1.4332892366208139,0.0,9.120259798200586,0.8615626162474116,0.8940799947881967,0.0,1.705241650658846,0.8940799947881978,0.0,9.330087950517488,0.8615626162474116,0.8940799947881978,0.0,1.705241650658846,3.0718896000026
point30,8.67669321638486,2.8843965534242115,0.0,10.086051509833956,10.816483767713786,12.5376242433951,3.005910137848489,3.49099023776036,2.382838555820901,12.200813788584973,9.490470012299696,10.598621694239153,11.482987157300164,3.005910137848489,3.49099023776036,2.3828385558208995,12.200813788584973,9.751953315381705
point31,4.95323044886908,8.640820978947529,8.541219869469503,4.635595087863045,4.609477967883119,7.705214344849817,9.912321387949756,9.139993464988244,8.678049883746292,6.818968456842349,3.841466785071811,4.303410366313762,8.029179317976613,9.912321387949756,9.139993464988244,8.678049883746292,6.818968456842349,7.474087739938795
point32,5.441075344026441,4.4468816443848755,4.9475877927275524,1.2942977092133643,1.7121893454012596,6.07286668226243,12.437148458177463,12.603006140226702,11.616510833309885,2.214104803723307,0.37845410983335326,1.364949416750169,4.120090179905938,12.437148458177463,12.603006140226702,11.616510833309885,2.214104803723307,4.157330197044818
point33,3.4831541478833987,6.15812751180337,7.157997602152256,4.243552135551721,3.6767470548689136,8.2014587946977,9.660672564687424,9.54631758380723,9.624035500462393,4.0930194154548865,3.435142666252825,3.357424749597663,6.681556546354585,9.660672564687424,9.54631758380723,9.624035500462393,4.0930194154548865,4.4878610048409495
point34,3.994508660570951,11.425221518103118,11.23141024026547,7.99908274188742,7.666794361710013,9.384742934154861,6.786816103374317,5.653982176881435,5.577287065706692,9.87618598328988,7.327478073178619,7.40417318435336,10.915585529797857,6.786816103374317,5.653982176881435,5.577287065706692,9.87618598328988,10.104171030108787
point35,9.418337192408554,7.602036005550423,6.342984872982162,4.642072001806204,3.848990929031607,4.172978664511526,9.177107820784236,9.133280612901233,9.449343930523094,5.678402801068173,3.8481796371588204,3.5321163195369607,6.777844932807983,9.177107820784236,9.133280612901233,9.449343930523094,5.678402801068173,5.56318631018594
point36,4.331002137796391,7.966246837925231,8.024808900484215,4.24402515952155,4.0559881997230285,7.680151322300693,9.979857348928416,9.545827328730361,9.23940509603033,6.078299196863292,3.4356329213296943,3.7420551540297247,7.703211946873001,9.979857348928416,9.545827328730361,9.23940509603033,6.078299196863292,6.739193318213772
point37,6.873987642211772,5.7956019806195735,5.774359514546258,3.365373496898071,2.3473841680311622,5.659859289404016,10.297722096076157,10.456486123792214,10.972289485398719,3.694973447522444,2.524974126267839,2.009170764661334,6.108599082312159,10.297722096076157,10.456486123792214,10.972289485398719,3.694973447522444,3.0169992203968614
point38,9.143816155013372,6.638391659923642,6.357991980013951,5.250104791354654,5.030080512609674,5.004485853188173,8.911724702462353,8.503098675004455,8.251470307457014,4.620340090160317,4.478361575055597,4.729989942603039,7.87849077728634,8.911724702462353,8.503098675004455,8.251470307457014,4.620340090160317,5.155567128384525
point39,5.029135822538352,9.81845880617392,9.645215765761375,6.8040705636761505,6.534410974376128,7.903907727714055,7.882318844854513,6.892525727854552,6.725762346282924,8.1119918399997,6.088934522205502,6.25569790377713,9.130740425806056,7.882318844854513,6.892525727854552,6.725762346282924,8.1119918399997,9.227897084040508
point40,5.285699622168842,11.130310914078665,9.772475248634034,7.920642891584271,7.126272787528964,7.48527056134604,6.629182773967006,5.735279399205711,6.125489797668926,9.552379887622264,7.246180850854342,6.855970452391127,9.856457276443285,6.629182773967005,5.735279399205711,6.125489797668925,9.552379887622264,10.142745343257461
point41,7.479901002309017,5.498170361825315,6.1908327109501515,3.145809734815886,2.752428294065391,6.043526752187578,10.60997365937408,10.68404805706166,10.561489422896784,3.368399326769963,2.297412192998395,2.4199708271632683,6.3164272459521404,10.60997365937408,10.68404805706166,10.561489422896784,3.368399326769963,3.496271126504442
point42,10.366665214279296,7.544855923564406,6.030628226586684,5.406851288929081,4.251005177671167,3.588194243347217,8.790061831981712,8.340642285648638,9.041616801914286,5.615620185437601,4.640817964411415,3.9398434481457683,7.164043277238948,8.790061831981712,8.340642285648638,9.041616801914286,5.615620185437601,6.10230409459434
point43,8.800656951566355,7.322115724052719,6.325244279917481,4.325370345973006,3.850106426527311,4.252260703522689,9.52493226169906,9.461518935963214,9.44821258109348,5.371055787386574,3.5199413140968385,3.5332476689665713,7.4691003138745575,9.52493226169906,9.461518935963214,9.44821258109348,5.371055787386574,5.932234790442202
point44,8.00224052036473,7.743138245481643,6.72952167304069,4.596670519854279,3.6455596387589275,4.967574917805173,9.160701112854762,9.180335959868783,9.655666109731301,5.833330310552691,3.80112429019127,3.3257941403287514,7.3605734380716585,9.160701112854762,9.180335959868783,9.655666109731301,5.833330310552691,5.189358444277972
point45,7.384808234696519,6.741929681703343,6.772115432250073,4.068115566699019,3.1961633822368922,5.768302702962709,9.703722992079213,9.728144878055062,10.111448574903473,4.734022820208416,3.2533153720049905,2.8700116751565807,7.287786542610131,9.703722992079213,9.728144878055062,10.111448574903473,4.734022820208416,4.244190780673693
point46,5.367976344210306,5.898659348364798,6.293168285265516,1.7478216624282172,1.7025843638339315,6.778412760030668,12.137267921861428,12.132961417915272,11.626252307817419,3.8081284288082182,0.8484988321447807,1.3552079422426353,5.87552167457574,12.137267921861428,12.132961417915272,11.626252307817419,3.8081284288082182,5.126143450488372
point47,7.547311598497998,10.373855159781595,9.740620545461718,8.013858048142922,7.35327281549085,6.9564045544444175,6.244407338563604,5.638668642333365,5.895263953912822,8.721806212068945,7.342791607726689,7.086196296147231,10.556560740375478,6.244407338563604,5.638668642333365,5.895263953912822,8.721806212068945,9.138985075112394
point48,7.123458282330432,3.4309792001631796,1.8490379195133766,3.0104295218362744,3.2429633905450364,2.591441663462499,9.77404764271681,10.824359840299088,10.063983508501172,1.0986637190231356,2.1571004097609667,2.917476741558882,0.0,3.207412607343243,1.9579328812178263,2.7183092130157416,12.08196405958006,9.100751402204232
point49,6.641467443177524,5.682208657046741,5.479668411134179,1.667493142351981,1.4957780605561473,5.4067771980555115,12.350649292576438,12.216216109636122,11.83599746112728,3.570469788176749,0.7652441404239338,1.1454627889327762,5.52742527317192,12.350649292576438,12.216216109636122,11.83599746112728,3.570469788176749,4.878268326181878
point50,5.778773931804138,6.404716499490859,6.053691826009396,2.545889906478342,2.0992259794313046,5.654887467220397,11.30804009562027,11.3058214984006,11.223974160807577,4.363769318130804,1.6756387516594526,1.7574860892524764,6.852894310480409,11.30804009562027,11.3058214984006,11.223974160807577,4.363769318130804,5.747051588110222
point51,5.7261329217960375,6.333449247024322,6.010126907980133,2.2262476347738738,2.532011427826636,5.862104316658292,11.578918340089727,11.63710755678249,10.785038553985059,4.285519263859328,1.3443526932775631,2.1964216960749954,5.3956004894946625,11.578918340089727,11.63710755678249,10.785038553985059,4.285519263859328,5.997849583732829
point52,7.988594980951609,6.507829104190921,5.6835808013240126,2.78764823342616,2.806220796888152,4.554397923565456,10.607500334118575,11.055256506516198,10.506932494154018,4.47698494851647,1.9262037435438575,2.4745277559060357,5.574999263926669,10.607500334118575,11.055256506516198,10.506932494154018,4.47698494851647,5.574442976787558
point53,3.954467295820504,5.007867403069072,5.235137591692677,1.7247051215753866,1.773126791471701,6.562518469479248,12.021160177637183,12.156920037849119,11.554707427099446,2.830056233633928,0.8245402122109355,1.4267528229606081,4.23475339567629,12.021160177637183,12.156920037849119,11.554707427099446,2.830056233633928,5.13665931954044
point54,10.227735236333038,6.944923829737169,6.043474699771954,4.558498789903735,3.8007938825202316,4.046222523348518,9.4700376380761,9.219898192640754,9.49822588793632,4.9569064385701305,3.7615620574193,3.4832343621237363,7.173559184274936,9.4700376380761,9.219898192640754,9.49822588793632,4.9569064385701305,5.132282425801166
point55,6.9762899677431935,5.6553422059067575,4.229773946493141,4.418081929382601,4.598870463676915,3.7207728020622146,8.524294254324019,9.365430096178892,8.68880812738153,3.5409709484288165,3.616030153881161,4.2926521226785255,2.3599232586863046,8.524294254324019,9.365430096178892,8.68880812738153,3.5409709484288165,5.92689107105134
point56,6.48600581794284,5.7448144435216815,5.525672587588175,2.855943565710899,2.5857373944403355,5.072278351754253,10.447954931672104,10.984473342206154,10.730549106973502,3.6392097215938946,1.9969869078538984,2.2509111430865505,4.538207083997898,10.447954931672104,10.984473342206154,10.730549106973502,3.6392097215938946,6.3123257261421815
point57,4.139638914089646,7.2991148316587955,7.773161263531196,3.789059587491489,3.8948904851277915,8.163968747720844,10.919926439721312,10.017366184506782,9.402792112335437,5.345801255805437,2.9640940655532746,3.578668137724616,7.177154200033009,10.919926439721312,10.017366184506782,9.402792112335437,5.345801255805437,6.986030625116678
point58,6.673991475039802,3.8538708114499145,3.3935863372063544,1.4398306996952743,0.7124391644202493,3.7958725237616378,11.666986237419877,12.45217173861834,12.630468104717433,1.562990466426194,0.529288511441714,0.35099214534262213,2.797947817102715,11.666986237419877,12.45217173861834,12.630468104717433,1.562990466426194,3.278506389241412
point59,5.483859673785019,8.571007113335414,8.769399333941132,5.242324954374502,4.271360445078307,7.520057473923492,8.812485241339585,8.511161912430047,9.02097227311944,6.742314193011778,4.470298337630008,3.960487976940614,9.134676051979813,8.812485241339585,8.511161912430047,9.02097227311944,6.742314193011778,6.908296406079463
point60,4.410071463036484,7.548782445654339,7.597097376662838,3.6431201633496504,3.1006785208901833,7.563419386568062,10.721483283358843,10.168621825159883,10.208290337289386,5.619931430167848,2.812838424900172,2.7731699127706686,7.637555493523474,10.721483283358843,10.168621825159883,10.208290337289386,5.619931430167848,7.185465846980627
point61,6.027632879620502,6.242114971626002,6.205973752252294,2.8784089159647306,2.8236355147881125,5.975762045271247,10.423403424681696,10.961189634153168,10.489270301958314,4.185236009497578,2.0202706159068855,2.492189948101739,4.972470088790521,10.423403424681696,10.961189634153168,10.489270301958314,4.185236009497578,4.881409929332113
point62,5.843496156378296,5.371248145430782,5.733893262381217,1.4305725978277957,1.3137472596267306,5.786720009066864,11.924951400265439,12.461767090507871,12.020615036331323,3.2290412067723975,0.5196931595521804,0.960845213728729,4.923268778861668,11.924951400265439,12.461767090507871,12.020615036331323,3.2290412067723975,5.368226985823896
point63,5.817190593361926,5.157467326720244,5.3560751855388,1.454659217070943,1.4416705185183125,5.950384467601986,12.46380772560022,12.436803054599054,11.890873905994155,2.99431403423049,0.5446571954610006,1.090586344065901,5.57214713529683,12.46380772560022,12.436803054599054,11.890873905994155,2.99431403423049,4.160060466915945
point64,7.041928303349828,5.638101311205375,5.449850899575443,2.289863179377005,2.8752826324275276,5.292632449166716,10.88489901400334,11.571174653380798,10.4368892456965,3.5220407820567434,1.4102855966792571,2.5445710043635543,4.849177161390926,10.88489901400334,11.571174653380798,10.4368892456965,3.5220407820567434,4.595993358006076
point65,9.013445076067196,3.823800162452073,3.7220331059303406,3.191395421117782,2.591481396189022,3.885359253937828,10.584210089124863,10.636801795629909,10.724723479280849,1.5299734798773648,2.3446584544301454,2.256736770779205,3.7068751140874356,10.584210089124863,10.636801795629909,10.724723479280849,1.5299734798773648,2.755295281627172
point66,7.514445508720397,3.6121153406360516,2.51595519740638,1.9101771682031405,1.2458687712432674,2.6306828107944,10.905402415058191,11.964691697899953,12.089458121511894,1.297547671076479,1.0167685521601024,0.8920021285481586,1.6936065768665283,10.905402415058191,11.964691697899953,12.089458121511894,1.297547671076479,3.029724082976677
point67,7.840135522789848,6.379276651476681,5.204256876056275,3.048875379655565,2.6036531872261524,4.030860354619825,10.65715820495384,10.784513493850145,10.712378719296867,4.335836860811754,2.196946756209908,2.2690815307631866,6.069592046696736,10.65715820495384,10.784513493850145,10.712378719296867,4.335836860811754,5.841840774844107
point68,10.910071490508912,4.613926868625792,3.6001650723106344,3.251868966166993,2.5718677164545527,2.5263278060286174,10.363190341434146,10.574125347146099,10.744615881967198,2.3975172043736674,2.407334902913954,2.2368443680928567,4.570533936306871,10.363190341434146,10.574125347146099,10.744615881967198,2.3975172043736674,3.680189803658668
point69,5.078691713901109,7.250768691394498,8.131441682242146,5.145077837667613,4.252127456852093,8.1231482312473,8.762426599468961,8.611951503903779,9.040478574427365,5.292718136019472,4.369508746156276,3.940981675632691,7.856042605915424,8.762426599468961,8.611951503903779,9.040478574427365,5.292718136019472,4.7005956791174555
point70,5.596182446926236,6.022644106460066,5.808570195101513,2.803423907412362,2.2273389846150256,5.515297082346753,10.526232012028933,11.038906163286132,11.094040587761919,3.944261276841701,1.9425540867739226,1.887419662298135,5.834228272141187,10.526232012028933,11.038906163286132,11.094040587761919,3.944261276841701,5.462505204167407
point71,7.896391606298219,6.241967415159996,6.452038070794675,3.458964930212419,2.9321913437560103,5.628872970824022,10.407545967403559,10.359485383321667,10.379171825129168,4.185073995373648,2.6219748667383866,2.602288424930887,6.858708797368204,10.407545967403559,10.359485383321667,10.379171825129168,4.185073995373648,4.194798383625679
point72,4.631636480473077,10.077398848557564,10.06807375743716,6.178382220933897,6.0657772977194835,8.681992977875867,8.53376984701039,7.541006367593666,7.201055607651665,8.396302960020678,5.440453882466389,5.780404642408388,9.77623075832818,8.53376984701039,7.541006367593666,7.201055607651665,8.396302960020678,9.132784657293369
point73,6.8176869390215575,10.29740497226752,9.358449151457478,6.590608768444337,6.25456788589026,6.6020801299812355,7.781923464209551,7.1137634145359065,7.009582184299817,8.637865396126164,5.867696835524148,5.9718780657602375,9.671601299640832,7.781923464209551,7.113763414535904,7.009582184299817,8.637865396126164,9.460986642507764
point74,6.107270645660021,4.958140399743713,4.856861033050408,1.2766625805041192,1.2127747676958047,5.233625677079193,11.98519212457355,12.621283673570426,12.123022412046966,2.7754569531187383,0.3601765764896262,0.8584378380130884,4.548920889526106,11.98519212457355,12.621283673570426,12.123022412046966,2.7754569531187383,4.177194684372433
point75,6.098931943546424,0.0,12.349462427772615,13.454343117232453,13.165935115030932,11.486235735668163,0.0,12.981460250060055,12.981460250060055,0.0,12.981460250060055,12.981460250060055,11.975014700855397,0.0,12.981460250060055,12.981460250060055,0.0,11.675845535599947
point76,5.26835279683816,5.3295071242927685,5.500557001114357,1.6242333261978736,1.7455196616577913,6.104007737058589,11.716559221166552,12.261051775155572,11.58270687191079,3.1832103790590645,0.7204084749044817,1.398753378149266,4.80154345012741,11.716559221166552,12.261051775155572,11.58270687191079,3.1832103790590645,4.393881573564267
point77,4.778729139479327,6.980629202975116,7.434013256996077,3.55911362012894,2.880871212239545,7.824893212133254,10.941947145535536,10.255688521418401,10.431221248585784,4.996110242518718,2.7257717286416505,2.5502390014742686,7.718535136736312,10.941947145535536,10.255688521418401,10.431221248585784,4.996110242518718,5.9952736139761456
point78,6.215841623830361,11.515959468848521,10.8891935865044,8.713291168504714,8.075788858300678,7.6288882166969305,5.19284603370179,4.9137568829755836,5.162480495352442,9.975814484804575,8.06770336708447,7.8189797547076125,10.269743606582024,5.19284603370179,4.9137568829755836,5.162480495352442,9.975814484804575,10.005987220487762
point79,10.153800460350842,5.657807235077182,4.631480486439208,3.5063250331469016,2.340646038615413,3.2142464019644503,10.195943376268806,10.310400067596497,10.979123367949342,3.543677502416666,2.6710601824635587,2.0023368821107144,5.267479434913678,10.195943376268806,10.310400067596497,10.979123367949342,3.543677502416666,3.9657245327106683
point80,6.9909967199142535,4.980040351226332,3.254565578388492,4.025612283881971,3.4232989960379,3.152980173021686,8.947045245305203,9.772196451577132,9.881085218546625,2.7995026730356427,3.2092637984829233,3.100375031513427,2.2710385940064852,8.947045245305203,9.772196451577132,9.881085218546625,2.7995026730356427,4.544577099698756
point81,4.715758815888114,5.882117484801857,6.408784596652568,3.2584553013176265,3.4546875725050064,6.878319495242111,10.927127053881787,10.56729908790448,9.849250590303075,3.7899657850026465,2.414161162155575,3.1322096597569793,5.994850635407828,10.927127053881787,10.56729908790448,9.849250590303075,3.7899657850026465,5.826375694247533
point82,9.533062170277992,4.641957395716276,3.6578340560925806,2.59492297246105,1.7130884066319276,3.092328470250683,11.16525604058814,11.25500227767247,11.615598995843266,2.4282941768284214,1.7264579723875826,1.365861254216787,3.8362067035298093,11.16525604058814,11.25500227767247,11.615598995843266,2.4282941768284214,3.835457614269463
point83,3.1043354344129557,6.001210349163708,5.7465310891424854,4.9644647787960725,4.923967439319438,7.096013605003146,9.483634352661788,8.799143855049277,8.359091315485697,3.9207274290555887,4.182316395010775,4.622368934574355,6.038315842245179,9.483634352661788,8.799143855049278,8.359091315485697,3.9207274290555887,6.804417763658862
point84,5.929041887801646,5.06768872489485,5.345350618239896,1.1850804919044975,1.2158557630132463,5.929999698389655,12.981460250060055,12.716201873809602,12.119897633812643,2.89573887913309,0.2652583762504512,0.8615626162474116,5.043325822248471,12.981460250060055,12.716201873809602,12.119897633812643,2.89573887913309,5.210770532660398
point85,9.420042218076341,9.322658689253242,8.210288968064516,7.263400016366796,6.454394546112026,5.489516844804009,6.828409277446535,6.4164640259114325,6.806915859244363,7.5676129743339455,6.564996224148622,6.174544390815692,9.080691782975451,6.828409277446533,6.41646402591143,6.806915859244363,7.5676129743339455,7.282629126539346
point86,10.340726494690276,6.834029982383011,5.488328700388319,4.084912587134248,3.333967072244144,3.1072537296154845,9.462665923093276,9.710735983221241,9.971686606195913,4.83514715539992,3.270724266838812,3.0097736438641407,6.28270791062757,9.462665923093276,9.710735983221241,9.971686606195913,4.83514715539992,5.425669130204239
point87,3.2985737236206427,6.476528041710297,6.7421265961983075,3.973903652533261,4.164597618759869,7.105337348935664,9.83739422609998,9.825788701977839,9.129252267583036,4.4426169919432335,3.1556715480822164,3.8522079824770197,5.829288535783004,9.83739422609998,9.825788701977839,9.129252267583036,4.4426169919432335,6.603114196890363
point88,4.603728428667706,8.531717077552308,8.108126167222942,5.1348496854750385,5.061042621568738,7.689911323880939,9.662917275654978,8.622552242680722,8.220068207097952,6.699174499450562,4.358908007379332,4.761392042962101,8.358530102682789,9.662917275654978,8.622552242680722,8.220068207097952,6.699174499450562,8.341835469221715
point89,6.605976993461734,9.176470235980302,9.325169326971821,6.8384515363184875,6.113300196525824,7.628329208802108,7.136458773763891,6.856892340414027,7.152857378014168,7.407100901726094,6.124567909646028,5.828602872045885,8.968579904714808,7.136458773763891,6.856892340414027,7.152857378014168,7.407100901726094,5.783567519787214
point90,6.96409787777009,3.898674100946039,3.3831178698204716,1.4621040036283708,1.2009921892407958,3.6690961029888536,11.582967280988653,12.429087072664144,12.134972428488737,1.6121836051157865,0.552373177395909,0.8464878215713165,3.0645829387320105,11.582967280988653,12.429087072664144,12.134972428488737,1.6121836051157865,3.607276690744999
point91,9.45696908365435,7.029827422601294,5.788054535993311,4.355646435941002,3.1871326229834507,4.035787497002223,9.61688153090199,9.43013996203956,10.120607667030239,5.050128928837742,3.5513202880204937,2.860852583029815,6.339703790036057,9.61688153090199,9.43013996203956,10.120607667030239,5.050128928837742,5.363340604966501
point92,12.34511075926668,6.682124463401418,5.065490676095572,5.350872787800191,4.902334926091221,2.4165985752849624,8.217680605356355,8.398659946749053,8.381031240582836,4.668357856064603,4.582800303311,4.60042900947722,5.524773340271251,8.217680605356355,8.398659946749053,8.381031240582836,4.668357856064603,4.654123786876615
